"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"Sarajevo","  ","ds025",43.8567,18.3982,"BIH010001","Sarajevo","U.S. Department of State Bosnia Herzegovina - Sarajevo",43.856665,18.398205
"Sarasota","FL","fl009",27.3259,-82.5499,"120814013","5511 39TH STREET EAST","Florida Dept. of Environmental Protection",27.4494,-82.521896
"Sarasota","FL","fl009",27.3259,-82.5499,"121150013","Bee Ridge","Florida Dept. of Environmental Protection",27.2906,-82.5072
"Sarasota","FL","fl009",27.3259,-82.5499,"120814012","G. T. Bray Park","Florida Dept. of Environmental Protection",27.4808,-82.6186
"Sarasota","FL","fl009",27.3259,-82.5499,"121152002","Jackson Road","Florida Dept. of Environmental Protection",27.0892,-82.3625
"Sarasota","FL","fl009",27.3259,-82.5499,"121151005","Lido Park; McKinley Dr.","Florida Dept. of Environmental Protection",27.3072,-82.5703
"Sarasota","FL","fl009",27.3259,-82.5499,"121151006","Paw Park","Florida Dept. of Environmental Protection",27.3503,-82.4797
"Sarasota","FL","fl009",27.3259,-82.5499,"120813002","Port Manatee","Florida Dept. of Environmental Protection",27.6331,-82.5458
"Sauvie Island","OR","or051",45.7,-122.81,"410090004","Portland - Sauvie Island","Oregon Dept. of Environmental Quality",45.768531,-122.7721
"Savannah","GA","ga008",32.0683,-81.0496,"130510021","Savannah East President","Georgia Department of Natural Resources",32.0683,-81.0489
"Savannah","GA","ga008",32.0683,-81.0496,"130511002","Savannah L&A","Georgia Department of Natural Resources",32.0903,-81.1306
"Scotts Valley","CA","ca214",37.0457,-122.0248,"060871005","SLV Middle School AMS","Monterey Bay Unified APCD",37.06315,-122.083092
"Scottsbluff","NE","ne004",41.8756,-103.6581,"840311570006","Scottsbluff HS","Nebraska Department of Environment and Energy",41.875556,-103.658056
"Scranton and Wilkes-Barre","PA","pa011",41.3363,-75.7274,"420690101","Peckville","Pennsylvania Dept. of Environmental Protection",41.4789,-75.5781
"Scranton and Wilkes-Barre","PA","pa011",41.3363,-75.7274,"420692006","Scranton","Pennsylvania Dept. of Environmental Protection",41.4428,-75.6231
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"840530330047","Auburn 29th St","Puget Sound Clean Air Agency",47.2814,-122.2233
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530330031","Bellevue-SE 12th","Puget Sound Clean Air Agency",47.600863,-122.148397
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530330024","Lake Forest Park-Town Center","Puget Sound Clean Air Agency",47.753633,-122.277192
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530330030","Seattle-10th & Weller","Puget Sound Clean Air Agency",47.597222,-122.319722
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530330080","Seattle-Beacon Hill","Puget Sound Clean Air Agency",47.568236,-122.308628
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530330057","Seattle-Duwamish","Puget Sound Clean Air Agency",47.559975,-122.338265
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"530331011","Seattle-South Park","Puget Sound Clean Air Agency",47.5297,-122.3203
"Seattle-Bellevue-Kent Valley","WA","wa004",47.562,-122.3405,"840530330069","Tukwila_Allentown","Puget Sound Clean Air Agency",47.498535,-122.278385
"Seeley Lake","MT","mt015",47.1756,-113.4762,"300630038","Seeley Elementary School","Montana DEQ",47.17563,-113.476182
"Seminole County","FL","fl034",28.803,-81.27,"121171002","Seminole Community College (AG COMP)","Florida Dept. of Environmental Protection",28.7456,-81.31
"Sequoia and Kings Canyon National Parks","CA","ca199",36.4894,-118.8269,"061070009","Sequoia and Kings Canyon - Ash Mountain","National Park Service",36.489399,-118.826897
"Shady Cove","OR","or036",42.6232,-122.8102,"410290019","Shady Cove - Shady Cove School","Oregon Dept. of Environmental Quality",42.623225,-122.810158
"Shanghai","  ","ds036",31.2107,121.4482,"SH1010001","Shanghai","U.S. Department of State China - Shanghai",31.210683,121.448226
"Shelton","WA","wa010",47.2256,-123.115,"530450007","Shelton-W Franklin","Olympic Region Clean Air Agency",47.213551,-123.100807
"Shenandoah National Park","VA","va006",38.5231,-78.4347,"511130003","Shenandoah NP","National Park Service",38.5231,-78.4347
"Shenyang","  ","ds038",41.7835,123.4244,"SY1010001","Shenyang","U.S. Department of State China - Shenyang",41.78351,123.424434
"Sheridan","WY","wy006",44.8,-106.96,"560330004","Sheridan","Wyoming Department of Environmental Quality",44.933998,-106.847198
"Sheridan","WY","wy006",44.8,-106.96,"560330002","Sheridan PD","Wyoming Department of Environmental Quality",44.815142,-106.955933
"Shoshone-Bannock Tribes of Fort Hall Reservation","ID","id011",42.9783,-112.455,"160050020","Shoshone Bannock Tribes","EPA Region 10",42.589833,-112.458889
"Shreveport","LA","la003",32.5364,-93.749,"220170001","Dixie","Louisiana Department of Environmental Quality",32.6833,-93.8617
"Shreveport","LA","la003",32.5364,-93.749,"220150008","Shreveport Airport","Louisiana Department of Environmental Quality",32.5364,-93.7492
"Sidney","MT","mt016",47.8034,-104.4856,"300830002","Sidney 201","Montana DEQ",47.8679,-104.676864
"Simi Valley","CA","ca105",34.2764,-118.6838,"061112002","Simi Valley - Cochran Street","Ventura County APCD",34.27632,-118.68369
"Sioux Falls","SD","sd001",43.5479,-96.7007,"840460990009","SF-USD","South Dakota Department of Agriculture and Natural Resources",43.59901,-96.78331
"Sisters","OR","or031",44.2921,-121.5555,"410170004","Sisters Forest Service","Oregon Dept. of Environmental Quality",44.2921,-121.5555
"Sloughhouse","CA","ca244",38.4945,-121.2111,"060675003","Sloughhouse","Sacramento Metro. AQMD",38.494475,-121.211131
"Soda Springs (seasonal)","ID","id031",42.6517,-111.6147,"160291009","Soda Springs PM25","Idaho Department of Environmental Quality",42.65167,-111.61472
"Soda Springs (seasonal)","ID","id031",42.6517,-111.6147,"160290031","Soda Springs SO2","Idaho Department of Environmental Quality",42.695301,-111.593903
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170310001","ALSIP","Illinois EPA",41.6708,-87.7325
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170314002","CICERO","Illinois EPA",41.855301,-87.752502
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170316005","Cicero Liberty","Illinois EPA",41.864329,-87.748826
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"840170310119","Kingery Near-road #1","Illinois EPA",41.578603,-87.557392
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170311601","LEMONT","Illinois EPA",41.6681,-87.9906
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170436001","LISLE","Illinois EPA",41.8131,-88.0728
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"840170311016","McCook","Illinois EPA",41.80117,-87.83194
"South and West Suburbs (Chicago)","IL","il008",41.7608,-87.8932,"170434002","Naperville","Illinois EPA",41.7714,-88.1522
"South Bend","IN","in005",41.694,-86.237,"180390007","Bristol","Indiana Dept. of Environmental Management 2",41.716959,-85.824696
"South Bend","IN","in005",41.694,-86.237,"180390008","Elkhart-Prairie St.","Indiana Dept. of Environmental Management 2",41.657155,-85.968446
"South Bend","IN","in005",41.694,-86.237,"181410016","Granger-Beckley St.","Indiana Dept. of Environmental Management 2",41.754722,-86.11
"South Bend","IN","in005",41.694,-86.237,"181410010","Potato Creek State Park","Indiana Dept. of Environmental Management 2",41.551667,-86.370556
"South Bend","IN","in005",41.694,-86.237,"181410015","South Bend-Shields Dr","Indiana Dept. of Environmental Management 2",41.696667,-86.214722
"South Central Minnesota","MN","mn024",44.256,-94.094,"270834210","Marshall","Minnesota Pollution Control Agency",44.4572,-95.835
"South Coastal","NJ","nj033",39.372,-74.553,"840340011006","Atlantic City PM","New Jersey Dept. of Environmental Protection",39.36326,-74.431
"South Coastal","NJ","nj033",39.372,-74.553,"340010006","Brigantine","New Jersey Dept. of Environmental Protection",39.46487,-74.448738
"South Coastal LA","CA","ca134",33.8236,-118.1886,"840060374009","Long Beach Signal Hill","South Coast AQMD",33.793713,-118.171019
"South Lake Tahoe","CA","ca231",38.9099,-120.0151,"060170011","South Lake Tahoe - Sandy Way","California Air Resources Board",38.94498,-119.97061
"South Lake Tahoe","CA","ca231",38.9099,-120.0151,"060611004","Tahoe City","California Air Resources Board",39.166,-120.1488
"South Ridges","NC","nc001",35.5847,-83.0623,"370870035","FRYPAN","North Carolina DEQ - Division of Air Quality",35.379167,-82.7925
"Southeast Burlington and Ocean Counties","NJ","nj029",39.798,-74.214,"340290006","Colliers Mills","New Jersey Dept. of Environmental Protection",40.064846,-74.444061
"Southeast Burlington and Ocean Counties","NJ","nj029",39.798,-74.214,"840340292002","Toms River","New Jersey Dept. of Environmental Protection",39.994908,-74.170447
"Southeast LA CO","CA","ca135",33.9345,-118.0916,"060590007","Anaheim","South Coast AQMD",33.830586,-117.938509
"Southeast LA CO","CA","ca135",33.9345,-118.0916,"060371602","Pico Rivera","South Coast AQMD",34.010283,-118.068484
"Southern Bay","NJ","nj022",39.459,-75.282,"340110007","Millville","New Jersey Dept. of Environmental Protection",39.422272,-75.0252
"Southern Maryland","MD","md010",38.3815,-76.7801,"240090011","Calvert","Maryland Department of the Environment",38.536722,-76.617194
"Southern Maryland","MD","md010",38.3815,-76.7801,"240170010","Southern Maryland","Maryland Department of the Environment",38.5042,-76.811897
"Southern Twin Cities Metro","MN","mn015",44.71,-93.25,"270370470","Apple Valley","Minnesota Pollution Control Agency",44.7383,-93.2372
"Southern Twin Cities Metro","MN","mn015",44.71,-93.25,"270370480","Lakeville - Near Road","Minnesota Pollution Control Agency",44.706123,-93.285803
"Southern Twin Cities Metro","MN","mn015",44.71,-93.25,"271390505","Shakopee","Minnesota Pollution Control Agency",44.789398,-93.512497
"Southern Twin Cities Metro","MN","mn015",44.71,-93.25,"270495302","Stanton","Minnesota Pollution Control Agency",44.471901,-93.013298
"Southern Ute Indian Reservation","CO","co010",37.298,-108.135,"080077004","7004","Southern Ute Tribe",37.205862,-107.254118
"Southern Ute Indian Reservation","CO","co010",37.298,-108.135,"080677001","Ute 1","Southern Ute Tribe",37.13678,-107.62863
"Southern Ute Indian Reservation","CO","co010",37.298,-108.135,"080677003","Ute 3","Southern Ute Tribe",37.10258,-107.870219
"Southwest Coast","ME","me002",43.561,-70.2073,"230052003","Cape Elizabeth","Maine Dept. of Environmental Protection",43.561043,-70.207321
"Southwest Coast","ME","me002",43.561,-70.2073,"230312002","Kennebunkport","Maine Dept. of Environmental Protection",43.343056,-70.47139
"Southwest Coast","ME","me002",43.561,-70.2073,"840230230007","Popham Beach SP","Maine Dept. of Environmental Protection",43.736277,-69.797654
"Southwest Coast","ME","me002",43.561,-70.2073,"230050029","Portland - Deering Oaks","Maine Dept. of Environmental Protection",43.660248,-70.268967
"Southwestern Minnesota","MN","mn008",44.7525,-95.5677,"270834210","Marshall","Minnesota Pollution Control Agency",44.4572,-95.835
"Speedwell","TN","tn009",36.46,-83.87,"470259991","Speedwell","Tennessee Air Pollution Control Div.",36.47,-83.83
"Spokane","WA","wa011",47.65,-117.4167,"530639999","Airway Heights-West 12th (US)","Spokane Regional Clean Air Agency",47.645351,-117.589027
"Spokane","WA","wa011",47.65,-117.4167,"530630001","Cheney-Turnbull (SO)","Spokane Regional Clean Air Agency",47.416401,-117.5298
"Spokane","WA","wa011",47.65,-117.4167,"530639995","Colbert-Greenbluff","Spokane Regional Clean Air Agency",47.808226,-117.34327
"Spokane","WA","wa011",47.65,-117.4167,"530630021","Spokane-Augusta Ave","Spokane Regional Clean Air Agency",47.672501,-117.364899
"Spokane","WA","wa011",47.65,-117.4167,"840530630017","Spokane-E Broadway Ave","Spokane Regional Clean Air Agency",47.663962,-117.25765
"Spokane","WA","wa011",47.65,-117.4167,"530630046","Spokane-Greenbluff Rd (SOS)","Spokane Regional Clean Air Agency",47.827202,-117.2742
"Spokane","WA","wa011",47.65,-117.4167,"530630047","Spokane-Monroe St.","Spokane Regional Clean Air Agency",47.6997,-117.4263
"Spokane Tribe of Spokane Reservation","WA","wa036",47.8853,-117.9887,"530650002","Wellpinit-Spokane Tribe","EPA Region 10",47.885201,-117.988602
"Springdale (Springdale-Fayetteville-Bentonville)","AR","ar002",36.1796,-94.1166,"051430006","Fayetteville","Arkansas Department of Environmental Quality",36.01167,-94.167491
"Springdale (Springdale-Fayetteville-Bentonville)","AR","ar002",36.1796,-94.1166,"051430005","SPRNGDLE","Arkansas Department of Environmental Quality",36.179705,-94.11663
"Springfield","MA","ma003",42.1,-72.584,"250130008","CHICOPEE","Massachusetts Dept. of Environmental Protection",42.194401,-72.555603
"Springfield","MO","mo003",37.2619,-93.2981,"290770042","Fellows Lake","Springfield Air Quality Control",37.319444,-93.204444
"Springfield","MO","mo003",37.2619,-93.2981,"290770036","Hillcrest HS","Springfield Air Quality Control",37.256069,-93.299692
"Springfield","IL","il005",39.844,-89.605,"171670014","SPFD_IB","Illinois EPA",39.831524,-89.640923
"Springfield","IL","il005",39.844,-89.605,"171670012","Springfield Ag","Illinois EPA",39.831921,-89.644164
"Springfield","MA","ma003",42.1,-72.584,"250130018","SPRINGFIELDSP","Massachusetts Dept. of Environmental Protection",42.120248,-72.58499
"St. Cloud Area","MN","mn007",45.5498,-94.1335,"271453052","St. Cloud","Minnesota Pollution Control Agency",45.55,-94.1333
"St. Joseph","MO","mo011",39.9544,-94.849,"290030001","Savannah","Missouri Department of Natural Resources",39.9544,-94.849
"St. Joseph","MO","mo011",39.9544,-94.849,"290210005","St. Joseph","Missouri Department of Natural Resources",39.741667,-94.858333
"St. Louis (Metro-east)","IL","il002",38.727,-89.959,"840171190120","Alton","Illinois EPA",38.901316,-90.146211
"St. Louis (Metro-east)","IL","il002",38.727,-89.959,"171630010","East St. Louis","Illinois EPA",38.611893,-90.160614
"St. Louis (Metro-east)","IL","il002",38.727,-89.959,"171191007","GC_MAD","Illinois EPA",38.7045,-90.1397
"St. Louis (Metro-east)","IL","il002",38.727,-89.959,"840171190122","Maryville","Illinois EPA",38.730263,-89.950053
"St. Louis (Metro-east)","IL","il002",38.727,-89.959,"171193007","Wood_River","Illinois EPA",38.8606,-90.1058
"St. Maries","ID","id020",47.3166,-116.5703,"160090010","St. Maries","Idaho Department of Environmental Quality",47.3167,-116.570297
"St. Petersburg","FL","fl010",27.791,-82.74,"121030018","Azalea","Pinellas County",27.7858,-82.74
"St. Petersburg","FL","fl010",27.791,-82.74,"121035002","John A. Chesnut Sr. Park","Pinellas County",28.0903,-82.7008
"St. Petersburg","FL","fl010",27.791,-82.74,"121030004","St. Petersburg College","Pinellas County",27.9711,-82.7361
"Stafford","CT","ct014",41.9756,-72.3867,"090159991","Abington","Connecticut Dept. of Energy and Environmental Protection",41.8402,-72.01
"Stafford","CT","ct014",41.9756,-72.3867,"090131001","Stafford","Connecticut Dept. of Energy and Environmental Protection",41.9756,-72.3867
"Stanfield","AZ","az007",32.8811,-111.962,"040213008","Stanfield","Pinal County Air Quality Control District",32.881195,-111.961998
"State College","PA","pa012",40.7934,-77.86,"420279991","Penn State","Pennsylvania Dept. of Environmental Protection",40.7208,-77.9319
"State College","PA","pa012",40.7934,-77.86,"420270100","State College","Pennsylvania Dept. of Environmental Protection",40.8114,-77.8769
"Stockton","CA","ca106",37.9699,-121.3067,"840060771003","Stockton - University Park","San Joaquin Valley Unified APCD",37.961578,-121.281414
"Stratford","CT","ct006",41.1519,-73.1036,"090010010","Bridgeport","Connecticut Dept. of Energy and Environmental Protection",41.171398,-73.195297
"Stratford","CT","ct006",41.1519,-73.1036,"090013007","Stratford","Connecticut Dept. of Energy and Environmental Protection",41.1519,-73.1036
"Suburban DC","MD","md004",39.0402,-76.9777,"240339991","Beltsville","Maryland Department of the Environment",39.0284,-76.8172
"Suburban DC","MD","md004",39.0402,-76.9777,"240270006","Howard County Near Road","Maryland Department of the Environment",39.143197,-76.846192
"Suburban DC","MD","md004",39.0402,-76.9777,"240330030","HU-Beltsville","Maryland Department of the Environment",39.055302,-76.878304
"Suburban DC","MD","md004",39.0402,-76.9777,"240338003","PG Equestrian Center","Maryland Department of the Environment",38.812069,-76.744186
"Suburban DC","MD","md004",39.0402,-76.9777,"240313001","Rockville","Maryland Department of the Environment",39.114399,-77.106903
"Summerville","GA","ga013",34.4744,-85.4089,"130550001","Summerville","Georgia Department of Natural Resources",34.4742,-85.4081
"Sun City and Surprise","AZ","az031",33.724,-112.45,"040134010","Dysart","Arizona Department of Environmental Quality",33.6369,-112.3394
"Sun City and Surprise","AZ","az031",33.724,-112.45,"040134016","Zuni Hills","Arizona Department of Environmental Quality",33.686741,-112.294167
"Sunnyside","WA","wa047",46.3203,-119.9981,"530770005","Sunnyside-S 16th","Washington Department of Ecology",46.32033,-119.9981
"Susquehanna Valley","PA","pa004",39.94,-76.623,"420410101","Carlisle","Pennsylvania Dept. of Environmental Protection",40.2464,-77.1867
"Susquehanna Valley","PA","pa004",39.94,-76.623,"420430401","Harrisburg","Pennsylvania Dept. of Environmental Protection",40.246992,-76.846988
"Susquehanna Valley","PA","pa004",39.94,-76.623,"420431100","Hershey","Pennsylvania Dept. of Environmental Protection",40.2722,-76.6814
"Susquehanna Valley","PA","pa004",39.94,-76.623,"420710007","Lancaster","Pennsylvania Dept. of Environmental Protection",40.0467,-76.2833
"Susquehanna Valley","PA","pa004",39.94,-76.623,"420710012","Lancaster DW","Pennsylvania Dept. of Environmental Protection",40.0439,-76.1125
"Susquehanna Valley","PA","pa004",39.94,-76.623,"840420750101","Lebanon","Pennsylvania Dept. of Environmental Protection",40.338516,-76.394788
"Susquehanna Valley","PA","pa004",39.94,-76.623,"421330008","York","Pennsylvania Dept. of Environmental Protection",39.9653,-76.6994
"Susquehanna Valley","PA","pa004",39.94,-76.623,"421330011","York DW","Pennsylvania Dept. of Environmental Protection",39.8608,-76.4619
"Sussex County","DE","de005",38.69,-75.38,"100051003","LEWES","Delaware Dept. of Natural Resources and Environment",38.7791,-75.16323
"Sussex County","DE","de005",38.69,-75.38,"100051002","SEAFORD","Delaware Dept. of Natural Resources and Environment",38.6539,-75.6106
"SW Coastal LA","CA","ca133",33.9541,-118.4302,"840060374009","Long Beach Signal Hill","South Coast AQMD",33.793713,-118.171019
"SW San Bernardino","CA","ca165",34.0017,-117.6585,"060371701","Pomona","South Coast AQMD",34.0667,-117.7506
"Swain County","NC","nc091",35.4868,-83.4923,"371730002","BRYSON","North Carolina DEQ - Division of Air Quality",35.434767,-83.442133
"Sweet Home","OR","or032",44.3958,-122.7305,"410432002","Sweet Home - Fire Department","Oregon Dept. of Environmental Quality",44.3958,-122.7305
"Tacoma-Puyallup","WA","wa005",47.1864,-122.4517,"530530031","Tacoma-Alexander Ave","Puget Sound Clean Air Agency",47.2656,-122.3858
"Tacoma-Puyallup","WA","wa005",47.1864,-122.4517,"530530029","Tacoma-L St","Puget Sound Clean Air Agency",47.1864,-122.4517
"Tacoma-Puyallup","WA","wa005",47.1864,-122.4517,"530530024","Tacoma-S 36th St","Puget Sound Clean Air Agency",47.22634,-122.46256
"Tahoe City area","CA","ca238",39.166,-120.1488,"060611004","Tahoe City","Placer County APCD",39.166,-120.1488
"Taholah","WA","wa056",47.3398,-124.2918,"530270011","Taholah-Quinault Tribe","Washington Department of Ecology",47.339802,-124.291801
"Tallahassee","FL","fl017",30.4517,-84.2685,"121290001","St. Marks Wildlife Refuge","Florida Dept. of Environmental Protection",30.0842,-84.1617
"Tallahassee","FL","fl017",30.4517,-84.2685,"120730012","Tallahassee Community College","Florida Dept. of Environmental Protection",30.4397,-84.3483
"Tampa","FL","fl006",27.959,-82.482,"120570112","APOLLO BEACH","Hillsborough County - Tampa ",27.779712,-82.419835
"Tampa","FL","fl006",27.959,-82.482,"120571035","DAVIS ISLAND","Hillsborough County - Tampa ",27.9283,-82.4547
"Tampa","FL","fl006",27.959,-82.482,"120571065","GANDY","Hillsborough County - Tampa ",27.8928,-82.5383
"Tampa","FL","fl006",27.959,-82.482,"120570083","GARDINIER","Hillsborough County - Tampa ",27.864273,-82.383359
"Tampa","FL","fl006",27.959,-82.482,"120570081","SIMMONS PARK","Hillsborough County - Tampa ",27.7403,-82.4656
"Tampa","FL","fl006",27.959,-82.482,"120573002","SYDNEY","Hillsborough County - Tampa ",27.9659,-82.230617
"Taos","NM","nm009",36.3833,-105.5833,"350550005","Taos Fire Station","New Mexico Air Quality Bureau",36.3833,-105.5833
"Tashkent","  ","ds031",41.3672,69.2725,"UZB010001","Tashkent","U.S. Department of State Uzbekistan - Tashkent",41.3672,69.2725
"Temecula Vly","CA","ca158",33.537,-117.064,"060659001","Lake Elsinore - W. Flint Street","South Coast AQMD",33.676535,-117.331027
"Temecula Vly","CA","ca158",33.537,-117.064,"060650016","Temecula (Lake Skinner)","South Coast AQMD",33.583099,-117.072197
"Terre Haute","IN","in006",39.486,-87.401,"181670024","Sandcut","Indiana Dept. of Environmental Management 2",39.558525,-87.312883
"Terre Haute","IN","in006",39.486,-87.401,"181670018","Terre Haute-Lafayette Ave","Indiana Dept. of Environmental Management 2",39.485987,-87.401312
"Terre Haute","IN","in006",39.486,-87.401,"170230001","West Union","Indiana Dept. of Environmental Management 2",39.210857,-87.668297
"The Dalles","OR","or033",45.6024,-121.2034,"410650007","The Dalles - Cherry Heights","Oregon Dept. of Environmental Quality",45.602419,-121.203387
"Theodore Roosevelt National Park","ND","nd001",46.9496,-103.5143,"380070002","Theodore Roosevelt NP - Painted Canyon VC","National Park Service",46.949699,-103.514397
"Thibodaux","LA","la004",29.7639,-90.7653,"220570004","Thibodaux","Louisiana Department of Environmental Quality",29.7639,-90.7653
"Thompson Falls","MT","mt017",47.5944,-115.3237,"300890007","Thompson Falls HS","Montana DEQ",47.594395,-115.323746
"Thousand Oaks","CA","ca108",34.2101,-118.8705,"061110007","Thousand Oaks - Moorpark Road","Ventura County APCD",34.21017,-118.87051
"Tijuana","MX","ds072",32.52,-116.95,"484MEX010001","Tijuana","U.S. Department of State Mexico - Tijuana",32.523366,-116.952495
"Timpanogos Cave National Monument","UT","ut018",40.4419,-111.7134,"840490499999","Cave Camp - Timpanogos Cave","National Park Service",40.44194,-111.71341
"Toledo","OH","oh008",41.6441,-83.5466,"391730003","Bowling Green","Ohio EPA-DAPC",41.377685,-83.611104
"Toledo","OH","oh008",41.6441,-83.5466,"390951003","Eastside Pump St","Ohio EPA-DAPC",41.7194,-83.475
"Toledo","OH","oh008",41.6441,-83.5466,"390950024","Erie","Ohio EPA-DAPC",41.644067,-83.54625
"Toledo","OR","or053",44.62,-123.94,"840410410004","Toledo NE Hwy20 & NW A St","Oregon Dept. of Environmental Quality",44.624399,-123.940064
"Toledo","OH","oh008",41.6441,-83.5466,"390950027","Waterville","Ohio EPA-DAPC",41.494174,-83.718944
"Tooele","UT","ut008",40.5309,-112.2983,"490450004","Erda","Utah Department of Environmental Quality",40.600556,-112.355
"Topeka","KS","ks002",39.0243,-95.7113,"201770013","KNI-Topeka","Kansas Dept. of Health and Environment",39.0242,-95.7114
"Torrington","CT","ct009",41.82,-73.2956,"090050005","Cornwall","Connecticut Dept. of Energy and Environmental Protection",41.833099,-73.303299
"Traverse City","MI","mi008",44.7544,-85.6029,"260190003","FRANKFORT","Michigan Department of Environment, Great Lakes, and Energy",44.616901,-86.109398
"Traverse City","MI","mi008",44.7544,-85.6029,"261130001","HOUGHTON LAKE","Michigan Department of Environment, Great Lakes, and Energy",44.3106,-84.891899
"Traverse City","MI","mi008",44.7544,-85.6029,"261010922","MANISTEE","Michigan Department of Environment, Great Lakes, and Energy",44.3069,-86.2428
"Tri-Cities","TN","tn005",36.53,-82.557,"471632002","BVILLE","Tennessee Air Pollution Control Div.",36.5408,-82.4258
"Tri-Cities","TN","tn005",36.53,-82.557,"471631007","Kingsport","Tennessee Air Pollution Control Div.",36.5408,-82.5217
"Tri-Cities","TN","tn005",36.53,-82.557,"471632003","KSPORT","Tennessee Air Pollution Control Div.",36.5819,-82.4858
"Trona","CA","ca174",35.7744,-117.3722,"060711234","Trona - Athol and Telegraph","Mojave Desert AQMD",35.774455,-117.372109
"Truckee","CA","ca249",39.3386,-120.1703,"060571001","Truckee BAM","Northern Sierra AQMD",39.3386,-120.170303
"Truro","MA","ma005",41.98,-70.02,"250010002","TRURO","Massachusetts Dept. of Environmental Protection",41.9756,-70.0239
"Tucson","AZ","az011",32.222,-110.9265,"040191011","22nd Street & Craycroft","Arizona Department of Environmental Quality",32.205,-110.8772
"Tucson","AZ","az011",32.222,-110.9265,"040191028","Children's Park Site","Arizona Department of Environmental Quality",32.2953,-110.9822
"Tucson","AZ","az011",32.222,-110.9265,"040191034","Coachline","Arizona Department of Environmental Quality",32.3806,-111.1272
"Tucson","AZ","az011",32.222,-110.9265,"040191020","Fairgrounds","Arizona Department of Environmental Quality",32.0475,-110.7739
"Tucson","AZ","az011",32.222,-110.9265,"040191113","Geronimo","Arizona Department of Environmental Quality",32.25,-110.9667
"Tucson","AZ","az011",32.222,-110.9265,"040191030","Green Valley","Arizona Department of Environmental Quality",31.8794,-110.9964
"Tucson","AZ","az011",32.222,-110.9265,"040191032","Rose Elementary","Arizona Department of Environmental Quality",32.1731,-110.9797
"Tucson","AZ","az011",32.222,-110.9265,"040190021","Saguaro Monument","Arizona Department of Environmental Quality",32.1764,-110.7378
"Tucson","AZ","az011",32.222,-110.9265,"040191018","Tangerine & Camino de Oeste","Arizona Department of Environmental Quality",32.4253,-111.0669
"Tulsa","OK","ok003",36.128,-95.916,"401430174","Glenpool","Oklahoma Department of Environmental Quality",35.9525,-96.0033
"Tulsa","OK","ok003",36.128,-95.916,"401430178","Lynn Lane","Oklahoma Department of Environmental Quality",36.1336,-95.7636
"Tulsa","OK","ok003",36.128,-95.916,"400370144","Mannford","Oklahoma Department of Environmental Quality",36.1053,-96.3608
"Tulsa","OK","ok003",36.128,-95.916,"401130226","Skiatook","Oklahoma Department of Environmental Quality",36.35586,-96.01243
"Tulsa","OK","ok003",36.128,-95.916,"401431127","Tulsa","Oklahoma Department of Environmental Quality",36.206699,-95.976402
"Tulsa","OK","ok003",36.128,-95.916,"401430175","Tulsa 0175","Oklahoma Department of Environmental Quality",36.149876,-96.011665
"Tulsa","OK","ok003",36.128,-95.916,"401430235","Tulsa 0235","Oklahoma Department of Environmental Quality",36.126945,-95.99894
"Tuolumne County","CA","ca218",37.962,-120.2392,"MMOAQ2011","MMOAQ2011","Tuolumne County APCD",37.9598,-120.3175
"Tuolumne County","CA","ca218",37.962,-120.2392,"061090005","Sonora - Barretta Street","Tuolumne County APCD",37.98178,-120.378551
"Tupelo","MS","ms009",34.2576,-88.7034,"280810005","TUPELOAP","Mississippi DEQ",34.264849,-88.766842
"Tuscaloosa","AL","al007",33.2144,-87.5602,"011250011","Duncanville Middle School","Alabama Department of Environmental Management",33.095379,-87.481507
"Twentynine Palms","CA","ca178",34.3167,-116.0944,"060710001","Barstow","Mojave Desert AQMD",34.894054,-117.024756
"Twin Cities","MN","mn001",44.955,-93.185,"270530963","Minneapolis - Andersen School","Minnesota Pollution Control Agency",44.9536,-93.2581
"Twin Cities","MN","mn001",44.955,-93.185,"270530962","Minneapolis - Near Road","Minnesota Pollution Control Agency",44.9653,-93.2551
"Twin Cities","MN","mn001",44.955,-93.185,"271230871","St. Paul-Harding H.S.","Minnesota Pollution Control Agency",44.9594,-93.0356
"Twin Falls","ID","id003",42.5641,-114.4462,"160830007","Twin Falls PM25","Idaho Department of Environmental Quality",42.565089,-114.494717
