"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","NO2","NO2_Unit","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","PM10","PM10_Unit"
"012201180","JPN Site 012201180","Active","","35.575467","140.127599","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"290990027","Herculaneum, Mott Street","Active","R7","38.263394","-90.379667","142.7","-6","US","MO","04/12/2024","16:00","Missouri Department of Natural Resources","","","","","","0","0","0","0","","","","","","","0.0","PPB","","","",""
"250213003","E. Milton - Blue Hill","Active","R1","42.2117","-71.114403","0.0","-5","US","MA","04/12/2024","16:00","Massachusetts Dept. of Environmental Protection","Milton - Blue Hill Observatory","40","","","1","1","0","0","1","1.0","PPB","","","","","","","45.0","PPB","",""
"016201110","JPN Site 016201110","Active","","36.749736","137.304724","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"020206010","JPN Site 020206010","Active","","36.039548","138.106079","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"CC0090701","Athabasca Valley","Active","CA","56.7328","-111.39","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","34","","8","","1","0","1","0","","","","","2.0","UG/M3","","","38.0","PPB","",""
"517000013","Newport News","Inactive","R3","37.0998","-76.481003","11.0","-5","US","VA","04/12/2024","16:00","Virginia Dept. of Environmental Quality","Hampton Roads","","","","","0","0","1","0","","","","","","","","","","","",""
"840391530026","North HS","Active","R5","41.103028","-81.496253","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","","37","","","","1","0","0","0","","","","","","","","","44.0","PPB","",""
"530110011","Vancouver-Blairmont Dr (SO)","Active","R10","45.6166","-122.516602","1.5","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Portland|Vancouver","","","5","","0","0","1","0","","","","","0.9","UG/M3","","","","","",""
"027225010","JPN Site 027225010","Active","","34.525497","135.446647","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"340219991","Wash. Crossing","Active","R3","40.3125","-74.8729","61.0","-5","US","NJ","04/12/2024","16:00","EPA Office of Atmospheric Protection","Central","32","","","","1","0","0","0","","","","","","","","","36.0","PPB","",""
"840245105253","Lake Montebello","Active","R3","39.33746","-76.58905","0.0","-5","US","MD","04/12/2024","16:00","Maryland Department of the Environment","Metro Baltimore","44","","10","","1","0","1","1","","","","","4.0","UG/M3","","","53.0","PPB","",""
"060798002","Atascadero","Active","R9","35.494556","-120.666203","260.2","-8","US","CA","04/12/2024","16:00","San Luis Obispo County APCD","Atascadero","27","11","12","1","1","1","1","1","1.0","PPB","","","2.0","UG/M3","","","36.0","PPB","11.0","UG/M3"
"047208510","JPN Site 047208510","Active","","26.27069","127.722113","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"410230001","John Day - Blue Mt. School","Inactive","R10","44.417198","-118.954697","438.3","-8","US","OR","04/12/2024","16:00","Oregon Dept. of Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"028105010","JPN Site 028105010","Active","","34.6577","135.169442","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"020201510","JPN Site 020201510","Active","","36.594768","138.187991","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"271230871","St. Paul-Harding H.S.","Active","R5","44.9594","-93.0356","0.0","-6","US","MN","04/12/2024","16:00","Minnesota Pollution Control Agency","Twin Cities","","","10","","0","0","1","0","","","","","2.3","UG/M3","","","","","",""
"490477022","Whiterocks","Active","R8","40.483799","-109.906197","1895.0","-7","US","UT","04/12/2024","16:00","Ute Tribe","Whiterocks","40","","","1","1","0","0","1","1.2","PPB","","","","","","","43.0","PPB","",""
"124000056001","Radisson","Active","CA","53.69218","-77.74102","0.0","-5","CA","CC","04/12/2024","16:00","Canada-Quebec1","","31","","7","","1","0","1","0","","","","","1.6","UG/M3","","","34.0","PPB","",""
"017202190","JPN Site 017202190","Active","","37.048309","136.95835","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"006205010","JPN Site 006205010","Active","","38.757074","140.298549","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"011232010","JPN Site 011232010","Active","","36.064851","139.661504","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060631006","Quincy","Active","R9","39.9395","-120.9443","0.0","-8","US","CA","04/12/2024","16:00","Northern Sierra AQMD","Quincy","","","10","","0","0","1","0","","","","","0.7","UG/M3","","","","","",""
"124000101705","Quesnel Kinchant St MAML","Inactive","CA","52.97951","-122.49364","0.0","-8","CA","N/A","04/12/2024","16:00","British Columbia Ministry of Environment","","","","","","1","1","1","1","","","","","","","","","","","",""
"171971011","BRAIDWD","Active","R5","41.2222","-88.1906","0.0","-6","US","IL","04/12/2024","16:00","Illinois EPA","Joliet and Will County","32","","","","1","0","1","0","","","","","","","","","40.0","PPB","",""
"300270006","Lewistown","Active","R8","47.048537","-109.455315","0.0","-7","US","MT","04/12/2024","16:00","Montana DEQ","Lewistown","39","6","13","","1","1","1","0","","","","","5.2","UG/M3","","","46.0","PPB","7.0","UG/M3"
"391351001","Preble NCore","Active","R5","39.83562","-84.72049","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","Dayton","28","6","16","","1","1","1","0","","","","","4.4","UG/M3","","","36.0","PPB","6.0","UG/M3"
"060510011","Mono Shore","Active","R9","38.0697","-118.9477","0.0","-8","US","CA","04/12/2024","16:00","Great Basin Unified Air Pollution Control District","Mono Lake","","","","","0","1","0","0","","","","","","","","","","","",""
"060732000","Manzanita Tribe 1","Active","R9","32.7355","-116.3454","0.0","-8","US","CA","04/12/2024","16:00","Manzanita Band of the Kumeyaay Nation","","","","","","0","1","0","0","","","","","","","","","","","",""
"132230003","Yorkville","Inactive","R4","33.9283","-85.0453","0.0","-5","US","GA","04/12/2024","16:00","Georgia Department of Natural Resources","Atlanta","","","","","1","0","1","0","","","","","","","","","","","",""
"840320039994","N/A","Inactive","R9","36.085134","-115.204796","0.0","-8","US","NV","04/12/2024","16:00","Clark County Department of Environment and Sustainability ","","","","","","1","0","0","0","","","","","","","","","","","",""
"060539998","MBARD Office - Monterey","Inactive","R9","36.572725","-121.804919","147.6","-8","US","CA","04/12/2024","16:00","Monterey Bay Unified APCD","","","","","","0","0","1","0","","","","","","","","","","","",""
"490353010","Rose Park","Active","R8","40.7955","-111.9309","0.0","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","Salt Lake City","35","","30","9","1","0","1","1","10.9","PPB","0.3","PPM","8.0","UG/M3","0.3","PPB","35.0","PPB","",""
"022402010","JPN Site 022402010","Active","","34.811072","138.289453","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"025201510","JPN Site 025201510","Active","","35.005175","135.863257","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"490110004","BV","Active","R8","40.897999","-111.885498","0.0","-7","US","UT","04/12/2024","16:00","Utah Department of Environmental Quality","Salt Lake City","31","","25","11","1","0","1","1","12.6","PPB","","","6.2","UG/M3","","","34.0","PPB","",""
"471050109","LOUDONMS","Active","R4","35.7197","-84.3417","250.1","-5","US","TN","04/12/2024","16:00","Tennessee Air Pollution Control Div.","Knoxville|Great Smoky Mtns. Natl. Park - TN","31","","18","","1","0","1","0","","","","","4.0","UG/M3","","","43.0","PPB","",""
"011225010","JPN Site 011225010","Active","","35.830982","139.395981","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482010552","Baytown Wetlands Center C552","Inactive","R6","29.7331","-94.9847","3.1","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"390090004","Athens Supersite","Inactive","R5","39.308","-82.1183","279.1","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","","","","","","1","0","0","1","","","","","","","","","","","",""
"001101520","JPN Site 001101520","Active","","43.064687","141.350208","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"CC0094401","St. Lina","Active","CA","54.216473","-111.50264","0.0","-7","CA","CC","04/12/2024","16:00","Alberta Environmental Monitoring and Reporting Agency (AEMERA)","","37","","8","1","1","0","1","1","1.0","PPB","","","2.0","UG/M3","0.0","PPB","40.0","PPB","",""
"060556001","Napa","Active","R9","38.2785","-122.27825","1.8","-8","US","CA","04/12/2024","16:00","San Francisco Bay Area AQMD","","","","","","0","0","0","0","","","","","","","","","","","",""
"039201530","JPN Site 039201530","Active","","33.543346","133.487133","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040220010","JPN Site 040220010","Active","","33.805489","130.540976","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"027126010","JPN Site 027126010","Active","","34.619933","135.545246","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"001224050","JPN Site 001224050","Active","","42.797222","141.734355","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"060773005","TracyAP","Active","R9","37.6825","-121.4406","0.0","-8","US","CA","04/12/2024","16:00","San Joaquin Valley Unified APCD","","20","22","26","5","1","1","1","1","5.0","PPB","","","5.0","UG/M3","","","28.0","PPB","19.0","UG/M3"
"023111010","JPN Site 023111010","Active","","35.104904","136.842615","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"021214510","JPN Site 021214510","Active","","35.433206","137.044806","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080930002","Fairplay","Inactive","R8","39.2403","-105.9831","0.0","-7","US","CO","04/12/2024","16:00","Bureau of Land Management - Colorado","","","","","","1","1","1","1","","","","","","","","","","","",""
"046202520","JPN Site 046202520","Active","","31.83264","130.293588","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040139997","Phoenix JLG Supersite","Active","R9","33.503601","-112.095001","315.7","-7","US","AZ","04/12/2024","16:00","Arizona Department of Environmental Quality","Phoenix","36","31","28","14","1","1","1","1","15.0","PPB","0.3","PPM","6.5","UG/M3","1.2","PPB","37.0","PPB","32.0","UG/M3"
"002204010","JPN Site 002204010","Active","","40.651321","140.594271","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040191030","Green Valley","Active","R9","31.8794","-110.9964","0.0","-7","US","AZ","04/12/2024","16:00","Pima County Department of Environmental Quality","Tucson","40","17","18","","1","1","1","0","","","","","4.0","UG/M3","","","52.0","PPB","23.0","UG/M3"
"530750006","Rosalia-Josephine St","Active","R10","47.2313","-117.3685","685.3","-8","US","WA","04/12/2024","16:00","Washington Department of Ecology","Rosalia","","","12","","0","0","1","0","","","","","3.7","UG/M3","","","","","",""
"011206020","JPN Site 011206020","Active","","36.140673","139.469294","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040132001","Glendale Community College","Active","R9","33.5694","-112.1915","350.4","-7","US","AZ","04/12/2024","16:00","Maricopa County Air Quality Department","Phoenix","21","33","37","","1","1","1","0","","","","","10.2","UG/M3","","","30.0","PPB","40.0","UG/M3"
"391510025","Akron - NIHF_STEM","Inactive","R5","41.07914","-81.51627","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","","","","","","0","0","0","0","","","","","","","","","","","",""
"483951076","Franklin Oak Grove","Active","R6","31.168889","-96.481944","136.9","-6","US","TX","04/12/2024","16:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"150012010","Puna E Station","Inactive","R9","19.4583","-154.8833","0.0","-10","US","HI","04/12/2024","16:00","Hawaii State Dept. of Health","","","","","","0","0","0","0","","","","","","","","","","","",""
"390350038","St Theodosius","Active","R5","41.477011","-81.682383","0.0","-5","US","OH","04/12/2024","16:00","Ohio EPA-DAPC","Cleveland-Akron-Lorain","","6","17","","0","1","1","0","","","","","4.5","UG/M3","0.0","PPB","","","8.0","UG/M3"
"060450010","Fort Bragg High School","Active","R9","39.43734","-123.78766","48.5","-8","US","CA","04/12/2024","16:00","Mendocino County AQMD","Fort Bragg|Point Arena","","13","","","0","1","0","0","","","","","","","","","","","13.0","UG/M3"
"290950042","Blue Ridge I-70","Inactive","R7","39.047911","-94.450513","292.8","-6","US","MO","04/12/2024","16:00","Missouri Department of Natural Resources","","","","","","0","0","1","1","","","","","","","","","","","",""
"026203010","JPN Site 026203010","Active","","35.302077","135.242184","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"013122520","JPN Site 013122520","Active","","35.764331","139.852335","0.0","9","","N/A","04/12/2024","16:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
